"id","createur","SerieID"
"943","Olivier Marchal","1297"
"944","Vince Gilligan","1298"
"945","Rodrigo García","1299"
"946","Colo Tavernier","1300"
"947","John Hamburg","1301"
"948","Jonathan M. Shiff","1302"
"949","Roy Huggins","1305"
"950","Tom Fontana","1308"
"951","Jason Katims","1309"
"952","Sydney Newman","1310"
"953","Didier Cohen","1311"
"954","Jean-Pierre Hasson","1313"
"955","Nina Companeez","1315"
"956","Frank Hursley","1316"
"957","Roy Mitchell","1318"
"958","Bruno Petit","1319"
"959","Dan Schneider","1321"
"960","Nobuyuki Anzai","1322"
"961","Hiroya Oku","1324"
"962","Pascal Breton","1326"
"963","Russell T. Davies","1328"
"964","Julia Smith","1329"
"965","Hans Tobeason","1330"
"966","Jacqueline Caüet","1333"
"967","Mike Horelick","1334"
"968","Peter Thorsboe","1335"
"969","Chris Murray","1336"
"970","Ann McManus","1337"
"971","Dawn French","1338"
"972","Jeremy Brock","1339"
"973","Bill Gallagher","1340"
"974","Tony McHale","1341"
"975","Jean-Louis Tribes","1343"
"976","Christopher Crowe","1344"
"977","Glen A. Larson","1347"
"978","Steve Duncan","1348"
"979","Todd J. Greenwald","1350"
"980","Matt Dearborn","1351"
"981","J.J. Abrams","1353"
"982","J.J. Abrams","1357"
"983","Shotaro Ishinomori","1359"
"984","Kelly Senecal","1360"
"985","Steven Bochco","1362"
"986","Stéphane Allégret","1364"
"987","Ed Naha","1365"
"988","Minoru Yamada","1372"
"989","Lars Albaum","1374"
"990","Mark Ellis","1375"
"991","Brenda Hampton","1376"
"992","Damian Kindler","1377"
"993","Michael Amo","1379"
"994","Harold Ramis","1380"
"995","Philip Dunne","1381"
"996","Jeff Marsh","1382"
"997","Matthew Graham","1383"
"998","Michael Jacobs","1384"
"999","Hajime Yatate","1385"
"1000","Marcel Bluwal","1389"
"1001","Gina Riley","1391"
"1002","Clara Bourreau","1394"
"1003","Yann Le Nivet","1395"
"1004","Anne Landois","1396"
"1005","Yoshitoshi Abe","1398"
"1006","Adam Green","1399"
"1007","Jonathan Prince","1401"
"1008","Chris Downey","1402"
"1009","Steven Bochco","1406"
"1010","Stephen J. Cannell","1407"
"1011","Anthony Wilson","1408"
"1012","Michael Esser","1409"
"1013","Stephen J. Cannell","1414"
"1014","Richard Levinson","1415"
"1015","Aaron Martin","1416"
"1016","Françoise Boublil","1417"
"1017","Jacques Otmezguine","1418"
"1018","Frank D. Gilroy","1419"
"1019","Gil Grant","1420"
"1020","Buichi Terasawa","1422"
"1021","Stephen Gallagher","1423"
"1022","Chris Gifford","1425"
"1023","Al Jean","1426"
"1024","Rainer Sohnlein","1428"
"1025","Joss Whedon","1429"
"1026","Frank Deasy","1430"
"1027","Chris Carter","1431"
"1028","Alan Ball","1435"
"1029","Mike Scully","1436"
"1030","Haim Bouzaglo","1437"
"1031","Ivan Tors","1438"
"1032","Sheldon Leonard","1442"
"1033","Gil Grant","1443"
"1034","Peter Knight","1444"
"1035","Johannes W. Betz","1448"
"1036","Donald P. Bellisario","1451"
"1037","Roger Beckett","1452"
"1038","Hiroshi Watanabe (II)","1454"
"1039","Stéphane Bourguignon","1457"
"1040","Cathy Verney","1458"
"1041","Séverine Bosschem","1459"
"1042","Damon Beesley","1460"
"1043","Jean-Michel Ribes","1461"
"1044","Marcelo Tinelli","1462"
"1045","Shojhi Kawamori","1465"
"1046","Douglas Coupland","1468"
"1047","Hajime Yatate","1471"
"1048","Jason Smilovic","1474"
"1049","Michael Green","1475"
"1050","Tom Fontana","1476"
"1051","Philip DeGuere Jr","1477"
"1052","Douglas Heyes","1478"
"1053","Glen A. Larson","1479"
"1054","Herman Miller","1480"
"1055","Glen A. Larson","1481"
"1056","Rick Copp","1482"
"1057","Glen A. Larson","1483"
"1058","Glen A. Larson","1484"
"1059","John Coveny","1486"
"1060","Greg Daniels","1487"
"1061","Derren Litten","1488"
"1062","Tony Warren","1490"
"1063","Tony Jordan","1493"
"1064","Tony Jordan","1496"
"1065","Phil Redmond","1497"
"1066","James Griffin","1498"
"1067","Simon Wheeler","1501"
"1068","Christian Mouchart","1504"
"1069","Tom Grieves","1506"
"1070","Brad Wright","1507"
"1071","Stephen Greenhorn","1508"
"1072","Jimmy McGovern","1511"
"1073","Danny Robins","1514"
"1074","Alan Spencer","1515"
"1075","Robert Jones (XV)","1516"
"1076","Julian Jones","1517"
"1077","Dan Schneider","1520"
"1078","Georges Neveux","1522"
"1079","Raymond Thévenet","1532"
"1080","Fred Barron","1544"
"1081","Lee Mack","1545"
"1082","Dab's","1546"
"1083","Andy Hamilton","1547"
"1084","Leila Basen","1548"
"1085","Jesse Armstrong","1549"
"1086","Harry Williams","1550"
"1087","Karen Perla","1551"
"1088","Amine Bouyabene","1553"
"1089","Peter Kosminsky","1555"
"1090","Terry Nation","1560"
"1091","Linda Bloodworth-Thomason","1565"
"1092","Kurt Sutter","1566"
"1093","Seth MacFarlane","1567"
"1094","Barbara Machin","1568"
"1095","Caroline Aherne","1570"
"1096","J.C. Wilsher","1572"
"1097","Javier Grillo-Marxuach","1573"
"1098","Romain Gadiou","1575"
"1099","Glen Morgan","1579"
"1100","Ben Edlund","1580"
"1101","Abraham Higginbotham","1581"
"1102","Gabe Sachs","1582"
"1103","Rina Mimoun","1583"
"1104","Remi Aubuchon","1584"
"1105","Mike Scully","1585"
"1106","Bruce Helford","1586"
"1107","Josh Appelbaum","1587"
"1108","Mick Davis","1588"
"1109","Diane Ruggiero","1589"
"1110","Ari Schlossberg","1590"
"1111","Ed Yeager","1591"
"1112","Matt Tarses","1592"
"1113","Mike Judge","1593"
"1114","Paul Abbott","1595"
"1115","Karl Schaefer","1597"
"1116","Chris Offutt","1599"
"1117","Joel Surnow","1600"
"1118","Will Beall","1601"
"1119","Joshua Harto","1602"
"1120","William Ivory","1604"
"1121","James L. Conway","1607"
"1122","Peter Moffat","1610"
"1123","David Renwick","1611"
"1124","Simon Astier","1615"
"1125","Del Shores","1617"
"1126","Reggie Rock Bythewood","1620"
"1127","Arnaud Gidoin","1623"
"1128","Sharon Horgan","1624"
"1129","Hugo Blick","1625"
"1130","Carolyn Newman","1629"
"1131","William Rotko","1634"
"1132","Hamish Linklater","1637"
"1133","Ashley Pharoah","1638"
"1134","Rick Rosner","1639"
"1135","Lynda La Plante","1649"
"1136","Nicolas Cohen","1651"
"1137","Ashley Pharoah","1652"
"1138","Jimmy McGovern","1653"
"1139","Sam Baum","1656"
"1140","Mike Clattenburg","1657"
"1141","Patrice Dard","1661"
"1142","Chris Carter","1662"
"1143","Constantine Attia","1663"
"1144","Marston Bloom","1664"
"1145","Colin Dexter","1665"
"1146","Amanda Coe","1666"
"1147","Adam Chase","1669"
"1148","Lynda La Plante","1671"
"1149","Robin French","1674"
"1150","Kenny Hotz","1676"
"1151","Evan Dunsky","1677"
"1152","Ryan Murphy","1679"
"1153","Frédéric Krivine","1680"
"1154","Ian Edelman","1682"
"1155","Jean Chalopin","1684"
"1156","Talus Taylor","1685"
"1157","Leon Griffiths","1686"
"1158","Marty Krofft","1687"
"1159","Tim Maile","1688"
"1160","Albert Barillé","1689"
"1161","Andrew Schneider","1691"
"1162","Didier Albert","1692"
"1163","Kevin Abbott","1693"
"1164","Michael Berk","1694"
"1165","Kevin Murphy","1695"
"1166","Fabrice Gobert","1697"
"1167","David Simon","1698"
"1168","Sébastien Petitjean","1702"
"1169","Janet Kovalcik","1703"
"1170","Amy Lippman","1704"
"1171","Mike O'Malley","1706"
"1172","Fanny Robert","1707"
"1173","Matthew Carlson","1709"
"1174","Anne Beatts","1710"
"1175","Diederik Van Rooijen","1711"
"1176","Brad Hall","1712"
"1177","Genndy Tartakovsky","1714"
"1178","Drew Fitzgerald","1715"
"1179","Bora Daðtekin","1716"
"1180","Ralph Smart","1717"
"1181","Charlie Brooker","1718"
"1182","François Létourneau","1720"
"1183","Andrew Marlowe","1723"
"1184","Noah Hawley","1724"
"1185","Rob Thomas","1725"
"1186","Victor Fresco","1726"
"1187","Kristin Newman","1727"
"1188","Davy Mourier","1728"
"1189","Donna Franceschild","1729"
"1190","John Banas","1730"
"1191","Garry Shandling","1731"
"1192","Richard McBrien","1733"
"1193","Philippe Bérenger","1735"
"1194","Olga Vincent","1736"
"1195","Clémentine Dabadie","1738"
"1196","Bruno Solo","1741"
"1197","Claire Alexandrakis","1743"
"1198","François Avard","1744"
"1199","Marco Beretta","1746"
"1200","Stéphane Kaminka","1748"
"1201","Jeff Lieberman","1750"
"1202","Christopher McQuarrie","1751"
"1203","Carlo de Boutiny","1752"
"1204","Mel Brooks","1755"
"1205","Anthony Horowitz","1756"
"1206","Pietro Valsecchi","1758"
"1207","Roger Simpson","1759"
"1208","John Masius","1760"
"1209","Jane Espenson","1763"
"1210","Martine Brant","1764"
"1211","Lynda La Plante","1766"
"1212","Nathalie Suhard","1768"
"1213","James L. Brooks","1771"
"1214","J. Michael Straczynski","1773"
"1215","Trey Parker","1774"
"1216","Stan Lee","1778"
"1217","Joni Lefkowitz","1779"
"1218","Richard Blaimert","1781"
"1219","Robin French","1782"
"1220","Shaun Cassidy","1783"
"1221","Caroline Lawrence","1786"
"1222","Ruddy Pomarede","1795"
"1223","Rob Thomas","1796"
"1224","Matthew Perry","1797"
"1225","Irwin Allen","1799"
"1226","Ben","1801"
"1227","Paula A. Roth","1804"
"1228","Steven S. DeKnight","1805"
"1229","Tom Ruegger","1807"
"1230","Steven Spielberg","1808"
"1231","Robert Singer","1812"
"1232","Rita Lakin","1813"
"1233","Greg Weisman","1814"
"1234","Daniel Leconte","1815"
"1235","Tarquin Gotch","1816"
"1236","Tim Robbins","1818"
"1237","Bryce Zabel","1821"
"1238","Hervé Hadmar","1824"
"1239","Darren Swimmer","1825"
"1240","Hal McElroy","1828"
"1241","Adam Countee","1830"
"1242","Gerry Anderson","1833"
"1243","Michael Duggan","1834"
"1244","Tony Jordan","1839"
"1245","Mark Gatiss","1846"
"1246","Tyler Perry","1847"
"1247","Tyler Perry","1848"
"1248","James D. Parriott","1855"
"1249","Mark McCorkle","1856"
"1250","Craig McCracken","1859"
"1251","Jonathan Ames","1861"
"1252","Kazuki Takahashi","1862"
"1253","Chris Romano","1867"
"1254","Stephen J. Cannell","1868"
"1255","Walt Disney","1871"
"1256","Guillermo Ríos (II)","1873"
"1257","Van Partible","1875"
"1258","Michael Dougherty","1876"
"1259","Steven Bawol","1881"
"1260","Genndy Tartakovsky","1882"
"1261","John Rogers (II)","1898"
"1262","Pamela Eells","1914"
"1263","Tom Ruegger","1918"
"1264","Dean DeBlois","1921"
"1265","Howard Adler","1923"
"1266","Paul Germain","1927"
"1267","Kate Boutilier","1928"
"1268","Keith Kaczorek","1946"
"1269","Steven Moffat","1950"
"1270","Bruno Bianchi","1951"
"1271","Sherwood Schwartz","1952"
"1272","Terence Winter","1953"
"1273","Joe Ruby","1954"
"1274","Steven Spielberg","1964"
"1275","Michael Dante DiMartino","1966"
"1276","Glen Murakami","1983"
"1277","Sarah Silverman","1984"
"1278","Vincent Chalvon-Demersay","1998"
"1279","Brian Grant","2002"
"1280","Jean-Baptiste Delafon","2006"
"1281","Ben Best","2011"
"1282","Andrew Lenchewski","2015"
"1283","Ed Redlich","2023"
"1284","Felicia Day","2026"
"1285","Kevin Eastman","2028"
"1286","Debbie Horsfield","2030"
"1287","Wolf Haas","2037"
"1288","Andrew Davenport","2050"
"1289","David H. DePatie","2062"
"1290","Tom Minton","2068"
"1291","Steve Dildarian","2085"
"1292","Arthur Qwak","2087"
"1293","Nick Park","2090"
"1294","Maxwell Atoms","2091"
"1295","John R. Dilworth","2095"
"1296","Jerry Belson","2110"
"1297","Ray Romano","2116"
"1298","Michael Chaplin","2118"
"1299","Ann Biderman","2119"
"1300","Michael Curtis","2121"
"1301","Linwood Boomer","2137"
"1302","William Hanna","2163"
"1303","William Hanna","2168"
"1304","Tom Warburton","2170"
"1305","Shaun Cassidy","2173"
"1306","Paul Fusco","2175"
"1307","Daniel Écija","2180"
"1308","Honorine Crosnier","2186"
"1309","John A. Davis","2194"
"1310","Michael Davis","2195"
"1311","Jack Kirby","2197"
"1312","James Davern","2220"
"1313","Chuck Lorre","2221"
"1314","Toby Whithouse","2223"
"1315","Jeff Astrof","2226"
"1316","Sue Rose","2227"
"1317","Josh Appelbaum","2237"
"1318","Steven Bochco","2242"
"1319","Raymond Storey","2247"
"1320","Deborah Joy LeVine","2248"
"1321","Jonathan M. Shiff","2263"
"1322","Bob Goodman","2267"
"1323","Eddie Guzelian","2274"
"1324","William Fruet","2280"
"1325","Joseph Barbera","2291"
"1326","Everett Peck","2293"
"1327","Ben Court","2294"
"1328","Jesse Alexander","2308"
"1329","Brannon Braga","2309"
"1330","Jason Katims","2312"
"1331","Alex Herschlag","2319"
"1332","David Feiss","2331"
"1333","Holly Sorensen","2340"
"1334","Joseph Barbera","2345"
"1335","Peter Hannan","2347"
"1336","Butch Hartman","2351"
"1337","Fanny Herrero","2357"
"1338","Soren Sveistrup","2368"
"1339","Bill Lawrence","2371"
"1340","Jim Jinkins","2374"
"1341","Peter Montgomery","2387"
"1342","Sheldon Leonard","2389"
"1343","Joe Penhall","2400"
"1344","Mark Dindal","2434"
"1345","Jim Jinkins","2447"
"1346","Shane Brennan","2453"
"1347","Jana Sinyor","2470"
"1348","Yves Hirschfeld","2471"
"1349","Kevin Williamson","2476"
"1350","Maggie Friedman","2480"
"1351","Daniel Peacock","2517"
"1352","Carol Barbee","2518"
"1353","Jeffrey Lieber","2519"
"1354","Robert King (III)","2520"
"1355","Orkun Ertener","2521"
"1356","Charles Randolph","2522"
"1357","Armando Iannucci","2525"
"1358","William Roberts","2528"
"1359","Christine Zander","2530"
"1360","Bob Kane","2536"
"1361","Dan Schneider","2538"
"1362","Phil Price","2541"
"1363","Justin Zackham","2550"
"1364","Steve Marmel","2554"
"1365","Lisa Kudrow","2560"
"1366","Jonathan E. Steinberg","2572"
"1367","Alexandre So","2575"
"1368","Masaharu Okuwaki","2599"
"1369","Mary Young Leckie","2620"
"1370","Liz Heldens","2662"
"1371","Jim Henson","2665"
"1372","David Faustino","2680"
"1373","Frank Military","2684"
"1374","Claudia Lonow","2685"
"1375","Will McRobb","2758"
"1376","Kieran Prendiville","2761"
"1377","Dan Harmon","2780"
"1378","Dario Scardapane","2781"
"1379","Kevin Falls","2782"
"1380","Mark Brazill","2791"
"1381","Tom Fontana","2803"
"1382","Steve Marmel","2844"
"1383","Ralph Bakshi","2895"
"1384","Kevin Williamson","2905"
"1385","Charles Marquis Warren","2911"
"1386","Lee Eisenberg","2912"
"1387","Andrew Davies","2918"
"1388","Stephen J. Cannell","2935"
"1389","Derek Schreyer","2936"
"1390","Tommy Dewey","2937"
"1391","Deborah Joy LeVine","2939"
"1392","April Kelly","2953"
"1393","Adam Giaudrone","2958"
"1394","Jean-Marc Auclair","2961"
"1395","Oduvaldo Vianna Filho","2978"
"1396","Henry Naylor","2980"
"1397","Adrian Suar","2981"
"1398","Paul Vitols","3010"
"1399","David J. Corbett","3049"
"1400","Jeff Eastin","3053"
"1401","Keith Brumpton","3061"
"1402","Alison Taylor","3063"
"1403","Jean-Paul Bathany","3065"
"1404","Savage Steve Holland","3076"
"1405","Steven Cragg","3085"
"1406","Irna Phillips","3098"
"1407","Robert A. Cinader","3102"
"1408","Don Reo","3118"
"1409","Bobs Gannaway","3139"
"1410","Ed Whitmore","3164"
"1411","Joshua St. Johnston","3165"
"1412","Jess Oppenheimer","3167"
"1413","Suzanne Martin","3168"
"1414","Jenny Bicks","3172"
"1415","Tassie Cameron","3176"
"1416","Joan Ganz Cooney","3192"
"1417","Susan Harris","3195"
"1418","Carl Kleinschmitt","3199"
"1419","Bill Cosby","3203"
"1420","Jeff Franklin","3207"
"1421","David Jackson","3226"
"1422","Christopher Moynihan","3239"
"1423","Jason Mantzoukas","3241"
"1424","Marc Du Pontavice","3245"
"1425","Duncan Rouleau","3247"
"1426","Everett Peck","3248"
"1427","Brett Dewey","3254"
"1428","Gérard Carré","3262"
"1429","Régis Wargnier","3263"
"1430","Steven Levitan","3268"
"1431","Ronald D. Moore","3280"
"1432","Peter Flannery","3293"
"1433","Frank Lupo","3299"
"1434","Sue Rose","3308"
"1435","John Lasseter","3321"
"1436","Diane English","3322"
"1437","Ryan Brown","3325"
"1438","David Hudgins","3326"
"1439","Susan MacGillicuddy","3341"
"1440","Mark Friedman","3345"
"1441","David Hemingson","3346"
"1442","Eileen Heisler","3347"
"1443","Tucker Cawley","3348"
"1444","Michael Seitzman","3354"
"1445","Dave Flebotte","3355"
"1446","Liz Tigelaar","3364"
"1447","Robert Rodat","3365"
"1448","Steven Bochco","3367"
"1449","Kyra Sedgwick","3368"
"1450","Matt Williams","3372"
"1451","Daniel Pyne","3375"
"1452","F.J. Pratt","3379"
"1453","Rob Bragin","3381"
"1454","Kirstie Alley","3413"
"1455","Don Reo","3414"
"1456","Stéphane Melchior-Durand","3415"
"1457","Ben Richards","3436"
"1458","Philippe Bernard","3446"
"1459","Dominique Roulet","3459"
"1460","Olivier Fischer","3461"
"1461","Glen A. Larson","3492"
"1462","Ed Spielman","3533"
"1463","Gary Markowitz","3534"
"1464","Mike Judge","3535"
"1465","Ted Griffin","3579"
"1466","Josh Berman","3580"
"1467","Fabienne Larouche","3589"
"1468","Pierre-Yves Bernard","3595"
"1469","Stéphane Drouet","3596"
"1470","Arnaud Jollet","3611"
"1471","John Romano","3615"
"1472","Nat Bernstein","3616"
"1473","Gingembre Jean-Guy","3623"
"1474","Sara V. Finney","3629"
"1475","David Black","3631"
"1476","David Black","3668"
"1477","Robert Borden","3633"
"1478","Robert Borden","3670"
"1479","Agnes Nixon","3634"
"1480","Agnes Nixon","3671"
"1481","Jane Anderson","3637"
"1482","Jane Anderson","3674"
"1483","Jason Horwitch","3639"
"1484","Jason Horwitch","3676"
"1485","Whitney Blake","3641"
"1486","Whitney Blake","3678"
"1487","Thierry Lassalle","3642"
"1488","Thierry Lassalle","3679"
"1489","Fernand Dansereau","3649"
"1490","Fernand Dansereau","3687"
"1491","David Victor","3652"
"1492","David Victor","3691"
"1493","Victor Fresco","3655"
"1494","Victor Fresco","3694"
"1495","Amy Lippman","3656"
"1496","Amy Lippman","3695"
"1497","Laurent Mondy","3657"
"1498","Laurent Mondy","3696"
"1499","Kenneth Johnson","3660"
"1500","Kenneth Johnson","3700"
"1501","Tim Minear","3661"
"1502","Tim Minear","3701"
"1503","Marc Angelo","3663"
"1504","Marc Angelo","3703"
"1505","Susan Harris","3664"
"1506","Susan Harris","3704"
"1507","Chris Ord","3665"
"1508","Chris Ord","3705"
"1509","Susan Harris","3666"
"1510","Susan Harris","3706"
"1511","Edward Decter","3689"
"1512","Stephen Kronish","3697"
"1513","Jon Canter","3716"
"1514","Carl Reiner","3720"
"1515","Jeff Greenstein","3724"
"1516","Jo Brand","3725"
"1517","Lydia Woodward","3726"
"1518","Jeff Spriet","3732"
"1519","Stephen Engel","3737"
"1520","Brian Cosgrove","3739"
"1521","Jenny Bicks","3746"
"1522","Stephen Nathan","3747"
"1523","Clément Delage","3748"
"1524","Irwin Allen","3756"
"1525","Bas Adriaensen","3757"
"1526","Karl Heinz Willschrei","3759"
"1527","John Hugginson","3760"
"1528","Robert L. Boyett","3761"
"1529","Sam Rolfe","3762"
"1530","James Michener","3766"
"1531","Brian Clemens","3772"
"1532","Posie Graeme-Evans","3778"
"1533","D.B. Weiss","3785"
"1534","Claire LeMaréchal","3794"
"1535","Reece Shearsmith","3818"
"1536","Larry Levin","3820"
"1537","Ben Edwards","3821"
"1538","Ron Leavitt","3822"
"1539","Hugh Wilson","3825"
"1540","Jeffrey Bell","3826"
"1541","Michael Saltzman","3827"
"1542","David Angell","3828"
"1543","Howard Gewirtz","3830"
"1544","Jimmy McGovern","3831"
"1545","Jean-Louis Guillaud","3832"
"1546","Graham Yost","3833"
"1547","Eric Schaeffer","3834"
"1548","Peter Berry","3841"
"1549","Shawn Seet","3853"
