"SerieID","id_allocine","titre_fr","titre_vo","poster","synopsis"
"3289","6109","Les Dinos de l'Espace","Dinosaucers","http://fr.web.img5.acsta.net/medias/nmedia/18/70/58/30/19104055.jpg","La lointaine planète Reptillion est le champ de bataille d'une guerre qui a lieu depuis des années entre les héroïques Dinos (Dinosaucers) et les cruels Tyrannos. Menés par Allo, ces créatures intelligentes aux allures de dinosaures humanoides, combattent ainsi les forces démoniaques de Genghis Rex,..."
"3290","6110","M.A.N.T.I.S","M.A.N.T.I.S","http://fr.web.img4.acsta.net/medias/nmedia/18/70/58/50/19104160.jpg",NULL
"3291","6111","Hure, Lu et Berlu","C.B. Bears",NULL,"Hure, Lu et Berlu forment un drôle de trio qui parcourt le monde pour résoudre diverses enquêtes et phénomènes inexpliqués. Ils sont dirigés par leur chef, la mystérieuse Charlie, dont la voix suave leur donne leurs ordres de mission du jour."
"3292","6112","Girltrash","Girltrash","http://fr.web.img6.acsta.net/medias/nmedia/18/70/89/16/19115832.jpg","Girltrash est une web-série écrite et réalisée par Angela Robinson qui met en scène plusieurs personnages féminins forts vivant à Los Angeles et ayant pour activité principale le crime !"
"3293","6113","Inspecteur Gently","Inspector George Gently","http://fr.web.img6.acsta.net/medias/nmedia/18/83/31/00/19682446.jpg","George Gently, inspecteur à Scotland Yard devient inspecteur chef de la région du Northumberland, pour traquer l'assassin de sa femme. Après avoir résolu ce cas, Gently décide de rester dans la région. Il est épaulé par John Bacchus, jeune assistant aux méthodes très personnelles."
"3294","6114","Gadget et les Gadgetinis","Gadget and the Gadgetinis","http://fr.web.img4.acsta.net/medias/nmedia/18/71/03/06/19120887.jpg",NULL
"3295","6115","Gungrave","Gangureivu","http://fr.web.img6.acsta.net/medias/nmedia/18/70/58/69/19104227.jpg","Armé de ses deux pistolets et d'un cercueil rempli d'armes lourdes, un homme se dresse dans la nuit, en quête de vengeance. Il s'appelle Beyond The Grave et il est revenu d'entre les morts avec un objectif bien précis. Sa mission est dangereuse, mais celui que l'on connaissait sous le nom de Brandon..."
"3296","6117","Mickey Mouse Works","Mickey Mouse Works","http://fr.web.img5.acsta.net/medias/nmedia/18/70/58/88/19104249.jpg",NULL
"3297","6119","Le Tour de France par deux enfants","Le Tour de France par deux enfants",NULL,"Deux enfants, André, l'aîné, et Julien, le petit frère, sont originaires de Phalsbourg en Alsace. La France vient de perdre la guerre de 1870 contre la Prusse. L'Alsace et la Lorraine sont annexées au tout nouvel empire allemand. Afin de pouvoir rester français, ils vont traverser la France dans l'espoir..."
"3298","6120","Mumbly","The Mumbly show","http://fr.web.img2.acsta.net/medias/nmedia/18/70/59/05/19104295.jpg",NULL
"3299","6121","La Malédiction du loup-garou","Werewolf","http://fr.web.img6.acsta.net/medias/nmedia/18/70/59/24/19104328.jpg","Mordu par un loup-garou, Eric Cord vit un véritable enfer lors de ses transformations. Pour stopper la malédiction, il lui faut retrouver le loup-garou original, tout en étant poursuivi par un chasseur de primes."
"3300","6122","Le Livre de la jungle, souvenirs d'enfance","Jungle Cubs","http://fr.web.img4.acsta.net/medias/nmedia/18/70/59/06/19104296.jpg","L'ours Baloo, la panthère Bagheera et le tigre Shere Khan se remémorent les aventures qu'ils ont vécues durant leur jeunesse."
"3301","6123","Les Canards de l'exploit","Mighty Ducks","http://fr.web.img5.acsta.net/medias/nmedia/18/70/59/16/19104311.jpg",NULL
"3302","6124","Ozie Boo","Ozie Boo","http://fr.web.img1.acsta.net/medias/nmedia/18/70/59/17/19104312.jpg","Ozie Boo est une série animée destinée aux tout petits qui propose les aventures de cinq adorables bébés pingouins, quatre garçons et une fille. Sur la banquise, ces bébés apprennent à cohabiter avec leurs amis. Toute cette joyeuse bande vit au quotidien des aventures palpitantes. Cette série apprend..."
"3303","6125","Monstres en série","How To Care for Your Monster",NULL,"Brady et sa bande de copains sont passionnés par les monstres. Et oui ! Les gentils toutous sont devenus ringards aux yeux des enfants. Maintenant, la tendance est d'avoir un monstre de compagnie, mais à quel prix... En effet, au fil des épisodes, Brady, spécialiste des monstres, est souvent obligé..."
"3304","6126","Pelotas","Pelotas","http://fr.web.img6.acsta.net/medias/nmedia/18/71/45/97/19135276.jpg","Pelotas raconte la vie quotidienne d'un groupe d'amis qui se retrouvent le dimanche matin pour voir jouer le modeste club de foot de leur quartier: le Unión Fútbol Club."
"3305","6128","Prince Hercule","Bikkuriman / Shin Bikkuriman /  Super Bikkuriman / Bikkuriman 2000","http://fr.web.img2.acsta.net/medias/nmedia/18/70/59/22/19104317.jpg",NULL
"3306","6129","Teknoman","Uch? no Kishi Tekkaman Bur?do","http://fr.web.img1.acsta.net/medias/nmedia/18/70/59/28/19104334.jpg",NULL
"3307","6130","ReBoot","ReBoot",NULL,NULL
"3308","6131","Pepper Ann","Pepper Ann","http://fr.web.img4.acsta.net/medias/nmedia/18/70/59/31/19104337.jpg","Quotidien d'adolescents, élèves à la Hazelnut Middle School."
"3309","6132","The Charmings","The Charmings","http://fr.web.img6.acsta.net/medias/nmedia/18/70/59/32/19104338.jpg",NULL
"3310","6133","Le Renard des marais","The Swamp Fox","http://fr.web.img3.acsta.net/medias/nmedia/18/70/59/34/19104348.jpg",NULL
"3311","6134","The Famous Adventures of Mr. Magoo","The Famous Adventures of Mr. Magoo","http://fr.web.img5.acsta.net/medias/nmedia/18/70/59/35/19104349.jpg",NULL
"3312","6135","Robocop","Robocop : The Animated Series","http://fr.web.img4.acsta.net/medias/nmedia/18/70/59/36/19104350.jpg","Détroit, dans un avenir proche, l'officier de police Alex Murphy et sa coéquipière Anne Lewis se battent pour débarrasser la ville de la pègre qui y sévit. Après avoir été mortellement blessé en service, l'officier Alex Murphy est équipé par l'OCP d'un corps de robot en titérium à l'épreuve des balles..."
"3313","6136","Zoo Cup","Zoo Cup","http://fr.web.img1.acsta.net/medias/nmedia/18/70/59/44/19104363.jpg",NULL
"3314","6137","The Dogfather","The Dogfather","http://fr.web.img3.acsta.net/medias/nmedia/18/70/59/45/19104364.jpg","La mafia canine règne sur les tripots de New York : Ce syndicat du crime organisé est dirigé par Dogfather, épaulé par son fidèle garde du corps, un bouledogue...."
"3315","6138","Bêtes à craquer","Animal Crackers","http://fr.web.img5.acsta.net/medias/nmedia/18/70/59/46/19104365.jpg","Cette série met en scène des animaux sauvages qui vivent dans une réserve naturelle en plein coeur de l'Afrique. Parmi ces animaux se trouvent : Léo le lion, brave tout autant que nigaud, Eugène l'éléphant cynique et coléreux, Gnou le gnou, chef sans autorité de son troupeau et Dodo le dodo dernier représentant..."
"3316","6139","Peter Pan et les Pirates","Peter Pan and the Pirates","http://fr.web.img6.acsta.net/medias/nmedia/18/70/59/55/19104375.jpg",NULL
"3317","6143","Biniky le Dragon Rose","Serendipity Monogatari: Pure Shima no Nakama Tachi","http://fr.web.img3.acsta.net/medias/nmedia/18/70/61/78/19105076.jpg","Biniky vit sur une île magique, entouré de ses merveilleux amis Boubi et Pila-Pila. Des aventures les attendent..."
"3318","6144","Babel II","Babel Nisei","http://fr.web.img4.acsta.net/medias/nmedia/18/70/63/05/19105301.jpg",NULL
"3319","6145","Babel II - Par-delà l'infini","Babel Nisei","http://fr.web.img6.acsta.net/medias/nmedia/18/70/63/06/19105302.jpg","Koichi, héritier de la fabuleuse puissance de la tour de Babel, doit combattre une société secrète qui cherche à dominer la Terre."
"3320","6146","Babel II","Babel Nisei","http://fr.web.img1.acsta.net/medias/nmedia/18/70/63/14/19105337.jpg",NULL
"3321","6147","Cars Toon","A Cars Toon: Mater's Tall Tales","http://fr.web.img3.acsta.net/medias/nmedia/18/71/60/15/19139489.jpg","Que faisait Martin avant son arrivée à Radiator Springs ? Ce dernier nous dit tout..."
"3322","6149","Murphy Brown","Murphy Brown","http://fr.web.img6.acsta.net/medias/nmedia/18/70/63/83/19105606.jpg","Ex-alcoolique, Murphy Brown retrouve son poste de présentatrice d'un magazine d'informations à la télévision..."
"3323","6150","La Petite Audrey","Little Audrey","http://fr.web.img2.acsta.net/medias/nmedia/18/70/63/93/19105643.jpg","Débrouillarde, espiègle, coquine et malicieuse, la petite Audrey est une adorable fillette qui, si elle ne manque pas de faire ici ou là quelques bêtises, n'en a pas moins le coeur sur la main. Elle est toujours prête à rendre service ou à faire une bonne action et ainsi, vit de drôles (et mouvementées..."
"3324","6151","Les Bioniques","Bionic six","http://fr.web.img1.acsta.net/medias/nmedia/18/70/63/96/19105654.jpg",NULL
"3325","6152","Les Cow-Boys de Moo Mesa","Wild West C.O.W. Boys of Moo Mesa","http://fr.web.img3.acsta.net/medias/nmedia/18/70/64/05/19105686.jpg",NULL
"3326","6153","Past Life","Past Life","http://fr.web.img5.acsta.net/medias/nmedia/18/74/14/72/19240739.jpg","Une équipe de détectives privés tente de résoudre des mystères impliquant les vies antérieures de leurs clients. Pour élucider leurs affaires, ces enquêteurs, avec à leur tête un psychologue et un ancien flic new-yorkais de la criminelle, ont recours à la thérapie de la régression et la théorie de la..."
"3327","6154","Les Koalous","Fushigina Koala Blinky (????????????)","http://fr.web.img4.acsta.net/medias/nmedia/18/70/64/88/19106186.jpg","Sandy Brown, une petite fille qui vient de déménager avec sa grand-mère, reçoit un jour un paquet de son père archéologue. Lorsqu'elle l'ouvre, elle découvre deux petits koala (Blinky et Pinky) qui peuvent parler et bouger quand on frotte son nez contre le leur. Bientôt, Sandy comprend que son père n'est..."
"3328","6155","Les Oursons Volants","The Little Flying Bears / Mali Leteaei Medvjediaei",NULL,"Dans une forêt à l'abri des hommes, vivent des oursons volants de toutes les couleurs. Il y a Ban (bleu), meilleur ami de Nika (orange) la championne, Jason (rouge), Niro (brun) ami de Jasmine et Lotus (rose) les jumelles. Ils ont des amis sur lequel ils peuvent compter comme Ariane l'araignée protectrice..."
"3329","6156","Les Robonics","The Three Robonic stooges","http://fr.web.img6.acsta.net/medias/nmedia/18/70/64/89/19106187.jpg","3 super-justiciers déjantés, transformés et équipés de prothèses mécaniques diverses, livrent un combat contre le mal ! Les androïdes Moe, Larry et Curly sont sous le commandement du chef Triple Zéro et mettent leurs talents au service de la justice (quand leurs pouvoirs ne se retournent pas contre eux..."
"3330","6157","Les Trolldings","Trollkins",NULL,"Rien ne va plus à Trollville. Il y a d'abord le maire Artichoc qui cherche la gloire à tout prix, et surtout à être bien vu auprès du Grand Trollissime, le problème c'est que son comportement arriviste ne l'aide pas, loin de là. Il y a également le shérif qui veut être considéré comme le chef, et vu..."
"3331","6158","Lippy le lion","Lippy the lion and Hardy Har Har","http://fr.web.img4.acsta.net/medias/nmedia/18/70/64/96/19106220.jpg",NULL
"3332","6159","Martin Matin","Martin Matin","http://fr.web.img2.acsta.net/medias/nmedia/18/70/65/01/19106225.jpg","Tous les matins, Martin, un jeune garçon, se réveille en se demandant ce que va lui réserver sa journée. En effet, tous les matins il se transforme en quelqu'un ou quelque chose de différent. Il est ainsi roi, vampire, fille, magicien, super-héros...."
"3333","6160","Maridos e Mulleres","Maridos e Mulleres","http://fr.web.img1.acsta.net/medias/nmedia/18/70/65/40/19106386.jpg",NULL
"3334","6161","Momo et Ursule","The Great Grape ape","http://fr.web.img3.acsta.net/medias/nmedia/18/70/65/41/19106387.jpg","Les aventures loufoques de Momo et Ursule, un petit chien (Beegle en VO) qui conduit un bolide et son ami, un gigantesque singe (Grape ape en VO). Ils vont vivre de trépidantes et amusantes aventures, dans lesquelles la taille imposante de Momo va causer bien des soucis mais aussi être parfois bien utile..."
"3335","6162","Le Roi, L'Ecureuil et la Couleuvre","Le Roi, L'Ecureuil et la Couleuvre","http://fr.web.img6.acsta.net/medias/nmedia/18/83/25/43/19679130.jpg","12 août 1652, la fronde a obtenu l'exil de Mazarin. Autour du jeune Louis XIV, on se dispute la préférence du Roi. Nicolas Fouquet est un charmeur, son esprit inventif et souple, son analyse rapide des situations pour tirer profit des opportunités, rendent Colbert, qui était son ami, de plus en plus..."
"3336","6163","Miyu princesse vampire","Kyûketsuki Miyu","http://fr.web.img3.acsta.net/medias/nmedia/18/70/65/52/19106424.jpg","Miyu est une jeune vampire qui appartient à une race supérieure de vampires. Contrairement aux autres vampires, elle ne mord que les gens qui le désirent et ne craint ni la lumière du jour, ni l'eau bénite, ni l'ail, ni les croix. Son âge s'est figé à 13 ans, car c'est là qu'elle a découvert qu'elle..."
"3337","6164","Mythologies: les gardiens de la légende","Mythic Warriors : Guardians of the Legend","http://fr.web.img5.acsta.net/medias/nmedia/18/70/65/53/19106425.jpg","La série met en scène les fabuleuses histoires de différents héros légendaires de la mythologie. On y retrouve des personnages comme Ulysse, Jason, Thésée et même Hercule. Les épisodes sont indépendants les uns des autres."
"3338","6165","Merlin contre le Père Noël","Merlin contre le Père Noël","http://fr.web.img3.acsta.net/medias/nmedia/18/72/26/08/19157808.jpg","Un vieux dragon raconte à ses petits-fils dragons une histoire des plus originales... Il était une fois un étrange petit garçon nommé Merlin. Il était apprenti magicien, pas encore au point. Il vivait avec un cochon qui parlait et un ogre qui ne savait pas lire. Le cochon s'appelait Jean-Le-Bon, et..."
"3339","6166","Mes Amis Tigrou et Winnie","My Friends Tigger & Pooh","http://fr.web.img1.acsta.net/medias/nmedia/18/70/65/69/19106477.jpg",NULL
"3340","6167","Nodame Cantabile","Nodame Cantabile - The animation","http://fr.web.img4.acsta.net/medias/nmedia/18/70/65/83/19106496.jpg","Jeune musicien surdoué, Chiaki a été l'élève durant son enfance du prestigieux maestro Vieira qu'il idolâtre. Ayant pour père un pianiste mondialement connu il continue d'étudier le piano dans un conservatoire en gardant la volonté de devenir chef d'orchestre. Le problème est qu'il souhaite poursuivre..."
"3341","6168","Raw FM","Raw FM",NULL,"Granger, Robert, et Zela, trois amis de longue date, décident de créer leur propre station de radio indépendante : Raw FM. Une radio pour les jeunes, faite par des jeunes. Un moyen de s'exprimer pour des adolescents issus de tous horizons. Et une expérience qui va changer leurs vies..."
"3342","6169","Raw Toonage","Raw Toonage","http://fr.web.img5.acsta.net/medias/nmedia/18/70/65/88/19106504.jpg","Raw Toonage est une compilation de courts métrages d'animation développés spécialement pour la série."
"3343","6170","School Rumble","Suk?ru Ramburu","http://fr.web.img1.acsta.net/medias/nmedia/18/70/65/89/19106505.jpg","Tenma Tsukamoto est une jeune élève japonaise vivant dans la ville de Yagami. Amoureuse d'un camarade de classe assez atypique, Oji Karasuma, et qui semble ignorer tout le monde, elle ne se rend elle-même pas compte de l'intérêt que lui porte Kenji Harima, le caïd de l'école. Tout deux, bien peu accoutumés..."
"3344","6171","Shazzan","Shazzan","http://fr.web.img6.acsta.net/medias/nmedia/18/70/65/90/19106506.jpg","Deux jeunes gens, des jumeaux répondant au nom de Jacques et Hélène, découvrent un jour un anneau étrange, coupé en deux. Lorsqu'ils réunissent les deux parties de l'anneau et invoquent le nom SHAZZAN, ils sont alors transportés au pays des mille et une nuits et des chevaliers arabes. En ces lieux, ils..."
"3345","6173","Forgotten","The Forgotten","http://fr.web.img3.acsta.net/medias/nmedia/18/72/40/76/19162988.jpg","Aux Etats-Unis, pas moins de 40 000 victimes chaque année ne sont pas identifiées. Quand les investigations de la police restent sans fin, des volontaires civils tentent de donner un nom à ces oubliés. A la tête d'Identity Network, l'ancien flic Alex Donovan met à profit son expérience pour faire aboutir..."
"3346","6174","The Deep End","The Deep End","http://fr.web.img6.acsta.net/medias/nmedia/18/70/72/56/19108810.jpg","Sterling Law est un des cabinets juridiques les plus prestigieux de Los Angeles. Chaque année, quatre jeunes diplômés des plus grandes écoles sont recrutés. Ils sont appelés à devenir les meilleurs juristes du monde... ou à exploser en vol. Cette année, les quatre chanceux se nomment Dylan, Addy, Beth..."
"3347","6175","The Middle","The Middle","http://fr.web.img6.acsta.net/pictures/16/08/16/12/49/563460.jpg","Oubliez les sportifs, les stars de cinéma, les politiciens... Les parents sont les vrais héros ! Et de ce point de vue, Frankie est même une super-héroïne ! Avec son mari et ses 3 enfants, elle vit en Indiana, depuis toujours. Cette petite famille fait partie de la majorité : la classe moyenne."
"3348","6176","Hank","Hank","http://images.allocine.fr/medias/nmedia/18/70/70/44/19107823.jpg","Après avoir perdu sa place, un puissant business man de Wall Street renoue avec sa famille..."
"3349","6177","Coach (1989)","Coach (1989)","http://fr.web.img2.acsta.net/pictures/191/074/19107410_20130502173922505.jpg","Hayden Coach est le coach de équipe de football américain de l'université du Minnesota. Passionné par son travail, il est accompagné de Michael 'Dauber' Daubinski, son assistant, et de Christine Armstrong Fox, sa compagne. Il doit aussi s'occuper, pendant les premières saisons, de sa fille, Kelly, qui..."
"3350","6178","Joyeuse pagaille","Something So Right","http://fr.web.img6.acsta.net/medias/nmedia/18/70/69/15/19107429.jpg","La série narre l'histoire de Carly Davis, divorcée deux fois ayant eu deux enfants : Will, adolescent typique américain avec ses problèmes habituels, né d'un père assez irresponsable et peu mature, et Sarah, fille issue du mariage de Carly avec un homme très riche qui a toujours baigné dans l'argent..."
"3351","6179","Les Dames de la côte","Les Dames de la côte","http://fr.web.img3.acsta.net/medias/nmedia/18/70/71/45/19108399.jpg","En 1913 sur la côte normande. Dans l'insouciance des années d'avant-guerre, Fanny Villatte, jeune femme passionnée, impatiente de vivre et d'aimer, renoue connaissance avec Marcel et Raoul Deccourt. Mais la guerre éclate, bouleversant leur destin..."
"3352","6180","Maximum Bob","Maximum Bob","http://fr.web.img5.acsta.net/medias/nmedia/18/70/69/23/19107438.jpg",NULL
"3353","6181","Shnookums and Meat Funny Cartoon Show","Shnookums and Meat Funny Cartoon Show","http://fr.web.img6.acsta.net/medias/nmedia/18/70/69/28/19107443.jpg",NULL
"3354","6182","House Rules (2009)","House Rules (2009)",NULL,"Des jeunes députés débutent leur carrière à Washington..."
"3355","6183","Sherri","Sherri",NULL,"Une femme découvre que son mari a une maîtresse... et un enfant ! Elle va accepter que cette autre famille emménage avec eux..."
"3356","6184","Sauvez Willy","Free Willy",NULL,"Jesse est un adolescent qui a pour amis Einstein le dauphin, Lucille l'otarie et surtout un orque nommé Willy qui est son meilleur ami, tous doués de parole quand ils sont seuls avec le garçon. La principale occupation de Jesse est la sauvegarde de l'océan et des animaux marins. Aussi a-t-il été engagé..."
"3357","6186","Sub-Mariner","Marvel Superheroes : Sub-Mariner","http://fr.web.img4.acsta.net/medias/nmedia/18/70/71/32/19108383.jpg",NULL
"3358","6187","Bleu, l'enfant de la Terre","Bleu, l'enfant de la Terre","http://fr.web.img3.acsta.net/medias/nmedia/18/70/71/34/19108386.jpg","L'enfant Bleu cherche désespérément à redonner vie à ses parents qui dorment d'un sommeil artificiel au coeur d'une cité morte, et à effacer la malédiction terrible de ses ancêtres qui commirent la Grande Erreur."
"3359","6188","The Adventures of Spin and Marty","The Adventures of Spin and Marty","http://fr.web.img5.acsta.net/medias/nmedia/18/70/71/46/19108400.jpg",NULL
"3360","6189","Tracey Ullman's State of the Union","Tracey Ullman's State of the Union","http://fr.web.img5.acsta.net/medias/nmedia/18/70/71/74/19108528.jpg","Tracey Ullman donne un point de vue satirique de la vie aux Etats-Unis dans une série de sketches où se retrouve une galerie de personnages connus ou non."
"3361","6190","Kung Fu Panda","Kung Fu Panda: Legends of Awesomeness","http://fr.web.img1.acsta.net/medias/nmedia/18/96/39/80/20464452.jpg","Les aventures de Po, un panda maladroit fan de kung fu. Aidé des cinq Cyclones, il protège la vallée des attaques des méchants tout en perfectionnant son apprentissage du kung-fu ou en tout cas, en faisant de son mieux?"
"3362","6191","Monstres contre Aliens","Monsters vs. Aliens",NULL,"Des monstres, emprisonnés en secret par l'armée, sont chargés de sauver le monde de l'invasion par des extra-terrestres motivés par des intentions malveillantes."
"3363","6192","Zem","Zem","http://fr.web.img5.acsta.net/medias/nmedia/18/70/72/70/19108855.jpg","Zem est une shortcom dont le propos est d'établir un dialogue humoristique entre deux personnages incarnés par trois conducteurs de taxis moto. Ces trois zemidjans se retrouvent quotidiennement pour débattre de leurs mésaventures professionnelles et familiales. Le contenu de leurs discussions ainsi que..."
"3364","6198","Life Unexpected","Life Unexpected","http://fr.web.img6.acsta.net/medias/nmedia/18/79/29/80/19957553.jpg","Lux, une jeune fille abandonnée à sa naissance, part à la recherche de ses parents biologiques et retrouve sa mère, Cate Cassidy, animatrice radio, et son père, Nathaniel Bazile, gérant d'un bar."
"3365","6200","Falling Skies","Falling Skies","http://fr.web.img1.acsta.net/medias/nmedia/18/78/63/93/19775663.jpg","Après l'invasion de la Terre par des extraterrestres, la planète est en ruine et les survivants humains tentent de faire face. Les résistants s'organisent pour combattre les forces ennemies. En tête, Tom Mason, un ancien professeur d'histoire, brave le danger dans l'espoir d'un monde meilleur."
"3366","6201","Bob et Margaret","Bob and Margaret","http://fr.web.img6.acsta.net/medias/nmedia/18/70/75/87/19110171.jpg",NULL
"3367","6202","Class Action","Class Action",NULL,"Un avocat malchanceux se bat pour défendre les droits des défavorisés."
"3368","6203","Zapata, Texas","Zapata, Texas",NULL,"Dans une petite ville de la frontière mexicaine, le nouveau shérif navigue en eaux troubles entre les perfides manigances de la municipalité et ses citoyens hauts en couleurs."
"3369","6204","Bokusatsu Tenshi Dokuro-chan","Bokusatsu Tenshi Dokuro-chan","http://fr.web.img6.acsta.net/medias/nmedia/18/70/75/88/19110176.jpg","Sakura Kusakabe vit des jours paisibles et ordinaires de jeune collégien, jusqu'au jour où débarque un Ange du futur au joli minois répondant au doux nom de Dokuro-chan? Mais contrairement à son apparence angélique, elle a la fâcheuse habitude de frapper à mort le pauvre garçon avec son arme préférée..."
"3370","6205","Baccano!","Baccano!","http://fr.web.img2.acsta.net/medias/nmedia/18/70/75/89/19110177.jpg","New York, 1930. Au temps de la prohibition, certains membres de gangs locaux semblent être immortels. D'où leur vient ce pouvoir ? Szilard Quates, vieil homme mystérieux semble détenir le secret. En 1931, le Flying Pussyfoot, un train d'origine anglaise, est le théâtre se sanglantes rencontres, dont..."
"3371","6206","Bonjour les Bébés !","Bonjour les Bébés !","http://fr.web.img4.acsta.net/medias/nmedia/18/70/75/92/19110197.jpg",NULL
"3372","6207","Untitled Matt Williams Family Drama","Untitled Matt Williams Family Drama",NULL,"A une époque où chacun à tendance à voler de ses propres ailes, les membres d'une famille de la classe moyenne s'efforcent de rester unis."
"3373","6208","Akane-chan","Akane-chan","http://fr.web.img1.acsta.net/medias/nmedia/18/71/06/18/19122138.jpg",NULL
"3374","6209","Bolek et Lolek","Bolek i Lolek wyruszaj? w swiat","http://fr.web.img2.acsta.net/medias/nmedia/18/70/75/95/19110204.jpg","Bolek et Lolek sont deux jeunes enfants qui décident de faire le tour du monde. A chaque épisode, ils font tourner un globe et pointent une destination au hasard. Les deux héros se retrouvent ainsi dans des pays où ils font des rencontres originales autant avec les hommes qu'avec les animaux."
"3375","6210","Untitled Daniel Pyne Noir Drama","Untitled Daniel Pyne Noir Drama",NULL,"En 1954, à Los Angeles, un détective privé s'efforce de faire les bons choix dans une époque difficile."
"3376","6211","Booker","Booker","http://fr.web.img4.acsta.net/medias/nmedia/18/70/75/96/19110205.jpg","Spin-off de 21 Jump Street, cette série met en scène Dennis Booker qui, après avoir perdu son emploi de policier à Los Angeles, est devenu enquêteur pour une compagnie d'assurances japonaise, la Teshima Corporation of America."
"3377","6212","14 Sai no hana","14 Sai no hana",NULL,"Ce drama décrit les épreuves que doit affronter une jeune collégienne enceinte à 14ans. Du jour au lendemain, le monde d'insouciance dans lequel vivait cette adolescente s'écroule. Esseulée, Miki se retrouve confrontée à une série de choix cruciaux. Si elle décide de garder l'enfant, est-ce sans risque..."
"3378","6213","Pastor Jazz","Pastor Jazz",NULL,"La passion d'un prêtre pour la musique et pour les gens, qu'ils soient riches ou pauvres."
"3379","6214","MacAlister","MacAlister",NULL,"Ecrivain devenu professeur, Henry Shepard essaie d'avoir une influence positive sur les élèves d'une école new-yorkaise réservée aux garçons."
"3380","6215","Blue Gender","Blue Gender","http://fr.web.img5.acsta.net/medias/nmedia/18/70/76/02/19110215.jpg","De mystérieux insectes venus de l'espace, connus sous le nom de  Blue , sont arrivés sur Terre en 2017, anéantissant presque toute vie sur notre planète. Ces êtres mécaniques, capables de transformer la matière en énergie, peuvent de plus évoluer rapidement afin de combattre plus efficacement les humains..."
"3381","6216","Proof (2015)","Proof (2015)",NULL,"Une brillante chirurgienne est chargée d'enquêter sur des cas de réincarnations et d'apparitions fantomatiques afin de prouver scientifiquement qu'il y a bien une vie après la mort..."
"3382","6217","Cyborg 009","Saib?gu Zero-Zero-Nain","http://images.allocine.fr/medias/nmedia/18/71/02/81/19120844.jpg",NULL
"3383","6218","Devilman","Debiruman","http://fr.web.img4.acsta.net/medias/nmedia/18/71/02/97/19120866.jpg",NULL
"3384","6219","Dororon Enma-kun","Dororon Enma-kun","http://fr.web.img4.acsta.net/medias/nmedia/18/70/76/11/19110265.jpg",NULL
"3385","6220","Getter Robo","Gett? Robo","http://fr.web.img3.acsta.net/medias/nmedia/18/71/03/23/19120953.jpg",NULL
"3386","6221","Apache Yakyugun","Apache Yakyugun","http://fr.web.img3.acsta.net/medias/nmedia/18/70/76/16/19110283.jpg",NULL
"3387","6222","Getter Robo G","Gettâ robo Jî","http://fr.web.img5.acsta.net/medias/nmedia/18/70/76/17/19110284.jpg",NULL
"3388","6223","Great Mazinger","Gurêto Majingâ","http://fr.web.img1.acsta.net/medias/nmedia/18/70/76/28/19110314.jpg",NULL
"3389","6224","Hana no Pyun Pyun Maru","Hana no Pyun Pyun Maru",NULL,NULL
"3390","6225","Calimero (2014)","Calimero (2014)","http://fr.web.img6.acsta.net/pictures/14/08/21/12/27/000754.jpg","Petit poussin au grand c?ur, Calimero est un sentimental. Surtout à l'égard de sa chèr eet tendre Priscilla.Sensible aux injustices, d'où sa célèbre tirade c'est vraiment trop injuste, et courageux, il n'hésite jamais à venir en aide pour les torts causés."
"3391","6226","Ikkyu-san","Ikkyu-san","http://fr.web.img5.acsta.net/medias/nmedia/18/70/76/25/19110306.jpg",NULL
"3392","6227","Kitaro le repoussant","GeGeGe no Kitar?","http://fr.web.img3.acsta.net/medias/nmedia/18/71/08/63/19122648.jpg","Kitaro rencontre les yokai, des créatures du folklore japonais."
"3393","6228","Hustle Punch","Hassuru Panchi","http://fr.web.img2.acsta.net/medias/nmedia/18/70/76/26/19110308.jpg",NULL
"3394","6229","Microid S","Microid S",NULL,NULL
"3395","6230","Miracle Sh?jo Limit-chan","Miracle Sh?jo Limit-chan","http://fr.web.img5.acsta.net/medias/nmedia/18/71/06/32/19122167.jpg",NULL
"3396","6231","Robin, brigade de l'arc-en-ciel","Rainbow Sentai Robin",NULL,NULL
"3397","6232","Sally la sorcière","Mah? Tsukai Sally",NULL,NULL
"3398","6233","Bokusatsu Tenshi Dokuro-chan Second","Bokusatsu Tenshi Dokuro-chan Second","http://images.allocine.fr/medias/nmedia/18/70/76/30/19110319.jpg",NULL
"3399","6234","Sh?nen Ninja Kaze no Fujimaru","Sh?nen Ninja Kaze no Fujimaru",NULL,"L'histoire d'un samouraï qui contrôlait le vent..."
"3400","6235","Tiger Mask","Satoru Sayama",NULL,NULL
"3401","6236","The New Batman Adventures","The New Batman Adventures","http://fr.web.img2.acsta.net/medias/nmedia/18/70/76/42/19110469.jpg",NULL
"3402","6237","Sarutobi ecchan","Sarutobi ecchan","http://fr.web.img1.acsta.net/medias/nmedia/18/70/76/43/19110470.jpg",NULL
"3403","6238","Himitsu no Akko-chan","Himitsu no Akko-chan","http://fr.web.img6.acsta.net/medias/nmedia/18/70/76/44/19110483.jpg",NULL
"3404","6239","Kaizoku ?ji","Kaizoku ?ji",NULL,NULL
"3405","6241","Uch? Patrol Hopper","Uch? Patrol Hopper",NULL,NULL
"3406","6242","Sh?nen Tokugawa Ieyasu","Sh?nen Tokugawa Ieyasu",NULL,NULL
"3407","6243","Kotetsu Zieg","Kotetsu Zieg",NULL,NULL
